"water_year","flux_kgy","flow_m3y","tp_mgl","RSQ","p.value","RMSE"
2001,5296.95503846144,35619417.7908184,0.170075,91.6789730698947,0,0.363405438216566
2002,16443.2694701151,113971275.210615,0.114853658536585,91.6789730698947,0,0.363405438216566
2003,13922.3582156535,97667295.7755397,0.109684210526316,91.6789730698947,0,0.363405438216566
2004,12033.9743735706,79306214.2310011,0.104973684210526,91.6789730698947,0,0.363405438216566
2005,9077.78098663952,68878441.331883,0.152205128205128,91.6789730698947,0,0.363405438216566
2006,17312.1020415633,123229117.074709,0.117,91.6789730698947,0,0.363405438216566
2007,14801.258154223,103778841.488147,0.104578947368421,91.6789730698947,0,0.363405438216566
2008,16960.5535954493,118947121.891937,0.136184210526316,91.6789730698947,0,0.363405438216566
2009,10432.3725186847,73649263.645568,0.128315789473684,91.6789730698947,0,0.363405438216566
2010,15999.2066943841,120574582.607864,0.122794871794872,91.6789730698947,0,0.363405438216566
2011,18895.182939623,141678743.26317,0.113342105263158,91.6789730698947,0,0.363405438216566
2012,14223.6985350206,101650735.210804,0.190107142857143,91.6789730698947,0,0.363405438216566
2013,10770.704854377,72198444.3470986,0.1175,91.6789730698947,0,0.363405438216566
2014,1284.77818283419,47342957.0534578,0.1594,91.6789730698947,0,0.363405438216566
