water_year,flux_kgy,flow_m3y,tn_mgl,RSQ,p.value,RMSE
2001,1385.764646,5425349.612,0.17,96.43193388,0,0.211168764
2002,446.6594478,1518589.441,0.24,96.43193388,0,0.211168764
2003,320.9552162,893000.0741,NA,96.43193388,0,0.211168764
2004,310.6979352,893000.0741,NA,96.43193388,0,0.211168764
2005,302.2740245,893000.0741,NA,96.43193388,0,0.211168764
2006,297.8622234,893000.0741,NA,96.43193388,0,0.211168764
2007,296.6036606,893000.0741,NA,96.43193388,0,0.211168764
2008,299.2448097,893000.0741,NA,96.43193388,0,0.211168764
2009,303.4872221,893000.0741,NA,96.43193388,0,0.211168764
2010,311.7961777,893000.0741,NA,96.43193388,0,0.211168764
2011,1188.42859,5389805.927,0.16,96.43193388,0,0.211168764
2012,1687.628095,7243548.142,0.189375,96.43193388,0,0.211168764
2013,1565.795326,6365010.939,0.241176471,96.43193388,0,0.211168764
2014,2081.230155,7679066.665,0.244,96.43193388,0,0.211168764
2015,2763.27979,10408006.99,0.241052632,96.43193388,0,0.211168764
